bookID,title,authors,average_rating,isbn,isbn13,language_code,# num_pages,ratings_count,text_reviews_count,genre
1801,reading greek tragedy,['simon goldhill'],4.04,0521315794,9780521315791,eng,302,27,2,['drama']
1804,needs greek contests cultural history hellenism,['simon goldhill'],3.4,0521011760,9780521011761,eng,334,10,1,['history']
1814,2012 return quetzalcoatl,['daniel pinchbeck'],3.41,1585424838,9781585424832,en-US,408,1395,219,['body mind spirit']
1817,breaking open head psychedelic journey cynicism shamanism,['daniel pinchbeck'],4.06,0007149611,9780007149612,eng,336,46,2,['hallucinogenic drugs']
1842,guns germs steel fates human societies,['jared diamond'],4.02,0739467352,9780739467350,eng,425,215744,7775,['history']
1850,born wild,['catherine coulter'],3.78,0515142395,9780515142396,eng,354,2403,112,['fiction']
1878,history sexuality volume use pleasure,"['michel foucault', 'robert hurley']",4.07,0394751221,9780394751221,eng,304,2827,68,"['philosophy', 'philosophy', 'sex psychology']"
1886,pride prejudice,"['jane austen', 'tony tanner', 'vivien jones']",4.25,0141439513,9780141439518,eng,480,11552,1170,"['courtship', 'courtship']"
1887,making pride prejudice,"['sue birtwistle', 'sue conklin', 'susie conklin']",4.43,014025157X,9780140251579,eng,128,3860,96,['performing arts']
1889,pride prejudice,"['jane austen', 'vivien jones']",4.25,0143036238,9780143036234,eng,392,1779,209,['fiction']
1891,pride prejudice,"['jane austen', 'george saintsbury', 'hugh thomson']",4.25,0486440915,9780486440910,eng,476,1131,167,['fiction']
1893,pride prejudice,"['jane austen', 'carol howard']",4.25,1593083246,9781593083243,eng,392,1563,166,['fiction']
1896,iceland land sagas,"['david roberts', 'jon krakauer']",3.72,0375752676,9780375752674,eng,160,315,36,['travel']
1902,land white death epic story survival siberian arctic,"['valerian albanov', 'jon krakauer', 'david roberts', 'alison anderson', '']",4.0,067978361X,9780679783619,eng,288,1836,124,['history']
1925,avalanche handbook,"['david mcclung', 'peter schaerer']",4.02,0898868092,9780898868098,eng,342,41,1,['sports recreation']
1931,avalanche,['arthur roth'],3.65,0590422677,9780590422673,eng,144,260,35,['adult education']
1935,little women,"['louisa may alcott', 'scott mckowen']",4.06,1402714580,9781402714580,en-CA,520,1319,122,['juvenile fiction']
1960,tale two cities,"['charles dickens', 'simon schama']",3.83,1857151437,9781857151435,eng,432,37,8,['fiction']
1984,bleak house,"['charles dickens', 'mary gaitskill', 'hablot knight browne']",4.01,0375760059,9780375760051,eng,887,1223,146,['fiction']
1990,martin chuzzlewit,"['charles dickens', 'patricia ingham', 'hablot knight browne']",3.83,0140436146,9780140436143,eng,830,12722,365,['fiction']
1991,sex fun evolution human sexuality science masters,['jared diamond'],3.71,0465031269,9780465031269,eng,176,4256,253,['social science']
1995,colapso historias,['jared diamond'],3.93,8483066483,9788483066485,spa,752,66,10,['history']
2019,birds methuen drama,['sean brien'],2.67,0413772780,9780413772787,en-GB,96,3,1,['drama']
2026,myths underworld journey plato aristophanes orphic gold tablets,['radcliffe edmonds iii'],3.75,0521834341,9780521834346,eng,276,3,0,['history']
2045,later novels writings lady lake little sister long goodbye playback double indemnity screenplay selected essays letters,"['raymond chandler', 'frank macshane']",4.47,1883011086,9781883011086,eng,1076,1077,48,"['fiction', 'detective mystery stories american']"
2046,stories early novels pulp stories big sleep farewell lovely high window,"['raymond chandler', 'frank macshane']",4.49,1883011078,9781883011079,eng,1199,1296,63,"['fiction', 'detective mystery stories american', 'fiction']"
2049,high window philip marlowe,['raymond chandler'],4.08,0394758269,9780394758268,eng,265,12648,527,['fiction']
2058,ghost shell innocence long goodbye,"['masaki yamada', 'yuji oniki', 'carl gustav horn']",3.98,1421501562,9781421501567,eng,196,247,12,['comics graphic novels']
2074,kinds minds towards understanding consciousness,['daniel dennett'],3.82,0465073514,9780465073511,eng,192,1516,64,['psychology']
2078,elbow room varieties free worth wanting,['daniel dennett'],3.92,0262540428,9780262540421,eng,200,474,34,['psychology']
2099,stephen hawking universe cosmos explained,"['david filkin', 'stephen hawking']",4.28,0465081983,9780465081981,eng,304,1383,22,['science']
2109,world treasury physics astronomy mathematics albert einstein stephen hawking annie dillard john updike,['timothy ferris'],4.12,0316281336,9780316281331,en-US,859,361,10,['education']
2143,blink power thinking without thinking,['malcolm gladwell'],3.92,073945529X,9780739455296,en-US,296,65,2,['decision making']
2153,jane austen complete novels,['jane austen'],4.55,0517118297,9780517118290,eng,1103,264,24,"['fiction', 'england']"
2165,old man sea,['ernest hemingway'],3.76,0684830493,9780684830490,eng,132,628067,14689,"['fiction', 'fiction']"
2175,madame bovary,"['gustave flaubert', 'malcolm bowie', 'margaret mauldon', 'tom duran', 'mark overstall', 'victor villarraza']",3.66,0192840398,9780192840394,eng,329,183254,5640,['fiction']
2182,three tales,"['gustave flaubert', 'roger whitehouse', 'geoffrey wall']",3.71,0140448004,9780140448009,eng,110,3050,139,['fiction']
2201,team rivals political genius abraham lincoln,['doris kearns goodwin'],4.28,1419364621,9781419364617,eng,42,89,28,['political leadership']
2211,portable john adams,"['john adams', 'john patrick diggins']",4.11,0142437786,9780142437780,eng,533,56,0,['biography autobiography']
2255,way peaceful warrior book changes lives,['dan millman'],4.14,1932073205,9781932073201,en-US,240,38159,1561,['body mind spirit']
2265,bike journey back life,"['lance armstrong', 'sally jenkins']",3.72,0425179613,9780425179611,eng,294,34588,1828,['biography autobiography']
2283,murder washington tribune capital crimes,['margaret truman'],3.58,0345478207,9780345478207,eng,384,556,76,['fiction']
2299,emergence labeled autistic,"['temple grandin', 'margaret scariano']",4.07,0446671827,9780446671828,en-GB,200,1771,150,['family relationships']
2300,emergence,['david palmer'],4.16,0553245015,9780553245011,eng,291,1640,163,['apocalyptic literature']
2305,ghost stories edith wharton,"['edith wharton', 'laszlo kubinyi']",3.89,0684842572,9780684842578,eng,303,2687,175,['fiction']
2329,history lord rings history middle earth,"['tolkien', 'christopher tolkien']",4.38,0618083553,9780618083558,en-US,1680,230,3,['fiction']
2340,whitethorn,['bryce courtenay'],4.07,067002922X,9780670029228,eng,683,2203,130,['africa']
2370,john adams,['david mccullough'],4.06,0684813637,9780684813639,en-US,752,1785,276,['biography autobiography']
2372,path seas creation panama canal 1870 1914,['david mccullough'],4.19,0743262131,9780743262132,eng,697,11534,987,['history']
2374,bone collector lincoln rhyme,['jeffery deaver'],4.19,0340682116,9780340682111,en-GB,467,222,31,['crime scene searches']
2409,moby dick white whale oxford illustrated classics series,"['geraldine mccaughrean', 'victor ambrus', 'herman melville']",3.85,019274156X,9780192741561,eng,102,6,0,['juvenile fiction']
2423,double tap paul madriani,['steve martini'],3.91,0515139734,9780515139730,en-US,401,2686,153,['fiction']
2501,time machine,"['wells', 'melvin burgess']",3.88,0439436540,9780439436540,eng,123,263,31,['juvenile fiction']
2506,selected stories,"['wells', 'ursula guin']",3.98,0812970756,9780812970753,en-US,432,77,9,['fiction']
2520,name jesus reflections christian leadership,['henri nouwen'],4.35,0824512596,9780824512590,en-US,120,7501,367,['religion']
2521,blood done sign name true story,['timothy tyson'],4.15,1400083117,9781400083114,eng,368,2470,388,['biography autobiography']
2535,stone raft,"['jos saramago', 'giovanni pontiero']",3.8,0156004011,9780156004015,en-US,292,305,30,['fiction']
2542,history siege lisbon,"['jos saramago', 'giovanni pontiero']",3.8,0156006243,9780156006248,eng,314,324,62,['fiction']
2547,prophet,"['kahlil gibran', '']",4.23,000100039X,9780001000391,eng,127,167189,4996,['poetry']
2613,unleashing ideavirus stop marketing people turn ideas epidemics helping customers marketing thing,"['seth godin', 'malcolm gladwell']",3.99,0786887176,9780786887170,en-US,234,4504,80,['business economics']
2660,kill mockingbird kill mockingbird,['harper lee'],4.27,044508376X,9780445083769,eng,281,6334,805,['alabama']
2677,modest proposal satirical works,['jonathan swift'],4.05,0486287599,9780486287591,eng,64,13312,137,['literary collections']
2678,gulliver travels modest proposal,"['jonathan swift', 'jesse gale']",3.79,1416500391,9781416500391,eng,416,2001,52,['fiction']
2688,novels 1901 1902 sacred fount wings dove,"['henry james', 'leo bersani']",4.68,193108288X,9781931082884,eng,713,25,3,['fiction']
2702,chaucer canterbury tales selected interlinear translation,"['geoffrey chaucer', 'vincent foster hopper']",3.75,0812000390,9780812000399,eng,530,69,5,['literary criticism']
2713,portable chaucer,"['geoffrey chaucer', 'theodore morrison']",3.86,0140150811,9780140150810,en-US,611,71,8,['literary collections']
2715,salt world history,['mark kurlansky'],3.74,0142001619,9780142001615,eng,484,46854,2848,['history']
2719,book salt,['monique truong'],3.51,0618446885,9780618446889,eng,261,4182,604,['fiction']
2723,years rice salt,['kim stanley robinson'],3.73,0553580078,9780553580075,eng,763,8884,939,['fiction']
2744,anansi boys,['neil gaiman'],4.02,0060515198,9780060515195,eng,387,153485,6986,['fiction']
2745,real boys rescuing sons myths boyhood,"['william pollack', 'mary pipher']",3.82,0805061835,9780805061833,en-US,480,1355,122,['family relationships']
2748,microserfs,['douglas coupland'],3.88,0060987049,9780060987046,eng,371,20391,715,['fiction']
2753,language new media,['lev manovich'],3.85,0262632551,9780262632553,eng,354,798,25,['social science']
2761,denial death,"['ernest becker', 'sam keen', 'daniel goleman']",4.17,0684832402,9780684832401,eng,336,5894,542,['philosophy']
2778,graphic design concise history world art,['richard hollis'],3.99,0500203474,9780500203477,en-US,232,648,11,['art']
2802,biography world famous equation,['david bodanis'],4.09,0425181642,9780425181645,eng,337,6196,311,['science']
2817,full house austin family christmas austin family,"['madeleine engle', 'mary chambers']",3.99,0877880204,9780877880202,eng,48,228,4,['fiction']
2848,blueberries queen,"['john paterson', 'katherine paterson', 'susan jeffers']",3.76,0066239427,9780066239422,eng,32,108,21,['juvenile fiction']
2855,short history decay,"['emil cioran', 'richard howard']",4.26,1559704640,9781559704649,eng,186,1653,89,['philosophy']
2871,burning bright,['tracy chevalier'],3.36,052594978X,9780525949787,eng,320,10584,1088,['fiction']
2893,love artist harlequin romance 2860,['valerie parv'],3.25,0373028601,9780373028603,eng,187,3,1,['fiction']
2906,bleach bur chi bleach,['tite kubo'],4.22,4088732138,9784088732138,jpn,189,37,2,"['comic books strips etc', 'comic books strips etc']"
2907,bleach tome death strawberry,['tite kubo'],4.22,2723442276,9782723442275,fre,192,51,4,['bandes dessin']
2912,escape fire mountain world adventure,"['gary paulsen', 'steve chorney']",3.7,0440410258,9780440410256,eng,80,112,13,['juvenile fiction']
2932,robinson crusoe,"['daniel defoe', 'gerald mccann', 'virginia woolf']",3.67,0375757325,9780375757327,eng,320,198677,3809,['fiction']
2933,robinson crusoe,"['daniel defoe', 'john richetti']",3.67,0141439823,9780141439822,eng,286,1415,134,['fiction']
2934,robinson crusoe,"['daniel defoe', 'michael shinagel']",3.67,0393964523,9780393964523,en-US,436,547,60,['fiction']
2937,robinson crusoe,"['daniel defoe', 'avi']",3.67,0689844085,9780689844089,eng,482,200,32,['juvenile fiction']
2949,huck finn tom sawyer among indians unfinished stories mark twain library,"['mark twain', 'paul baender', 'dahlia armon', 'walter blair']",3.85,0520238958,9780520238954,eng,389,5,0,['fiction']
2952,huck finn tom sawyer among indians,"['mark twain', 'lee nelson']",3.59,1555176801,9781555176808,eng,277,236,30,['fiction']
2960,adventures huckleberry finn,"['mark twain', 'george saunders']",3.81,0375757376,9780375757372,eng,244,671,37,['fiction']
2965,wit wisdom mark twain,['mark twain'],4.2,0486406644,9780486406640,eng,64,934,51,['literary criticism']
2989,behind mask unknown thrillers louisa may alcott,"['louisa may alcott', 'madeleine stern']",3.76,0688151329,9780688151324,eng,281,1019,108,['fiction']
3003,secret garden,"['frances hodgson burnett', 'sandra gilbert']",4.13,0451528832,9780451528834,eng,281,1709,114,"['fiction', 'english language']"
3004,secret garden,"['martha hailey dubose', 'frances hodgson burnett', 'lucy corvino', 'arthur pober']",4.3,1402713193,9781402713194,eng,160,1346,72,"['juvenile fiction', 'children stories']"
3006,secret garden,"['frances hodgson burnett', 'alison lurie']",4.13,0142437050,9780142437056,en-GB,288,512,13,['fiction']
3040,black rednecks white liberals,['thomas sowell'],4.36,1594030863,9781594030864,eng,372,2282,270,['social science']
3048,sir gawain green knight pearl sir orfeo,"['unknown', 'tolkien', 'christopher tolkien']",3.97,0345277600,9780345277602,eng,214,1240,92,['fiction']
3066,fixer,"['bernard malamud', 'jonathan safran foer']",3.95,0374529388,9780374529383,eng,335,8394,388,['fiction']
3070,conversations bernard malamud literary conversations,['lawrence lasher'],4.0,0878054901,9780878054909,eng,184,4,0,['biography autobiography']
3938,hyperion los cantos hyperion,"['dan simmons', 'carlos alberto gardini']",4.23,8466617353,9788466617352,spa,618,168,14,['fiction']
3939,fall hyperion hyperion cantos,['dan simmons'],4.2,0747236046,9780747236047,eng,632,230,12,['english fiction']
3972,olympos ilium,['dan simmons'],3.94,0380817934,9780380817931,eng,891,12846,456,['fiction']
3975,worlds enough time five tales speculative fiction,['dan simmons'],3.75,0060506040,9780060506049,eng,272,923,58,['fiction']
3976,hard freeze joe kurtz,['dan simmons'],3.83,0312989482,9780312989484,eng,320,736,44,['fiction']
3980,mixed files mrs basil frankweiler,['konigsburg'],4.15,0744583276,9780744583274,eng,178,154761,5057,['art museums']
4008,devil miss prym seventh day,"['paulo coelho', 'amanda hopkinson', 'nick caistor']",3.6,0060527994,9780060527990,eng,205,46113,1963,['fiction']
4069,man search meaning,"['viktor frankl', 'harold kushner', 'william winslade', 'isle lasch']",4.36,080701429X,9780807014295,eng,165,242691,11714,['biography autobiography']
4120,great good food luscious lower fat cooking,['julee rosso'],3.73,0297832514,9780297832515,eng,574,2,0,['cookery international']
4137,talk pretty one day,['david sedaris'],3.98,0349113912,9780349113913,eng,272,546269,14115,['education']
4204,white teeth,['zadie smith'],3.76,1417626283,9781417626281,eng,448,78,11,['fiction']
4260,polysyllabic spree,['nick hornby'],3.73,1932416242,9781932416244,eng,143,6741,622,['literary criticism']
4261,songbook,['nick hornby'],3.56,1573223565,9781573223560,eng,207,9836,338,"['music', 'beauty personal']"
4267,high fidelity,['nick hornby'],3.94,1573228214,9781573228213,en-US,323,802,94,['fiction']
4287,middlesex borough images america new jersey,['middlesex borough heritage committee'],5.0,0738511676,9780738511672,eng,128,2,0,['history']
4294,middlesex,"['jeffrey eugenides', 'paulo reis']",3.99,8532515401,9788532515407,por,568,29,5,['detroit mich']
4300,scar tissue,['anthony kiedis'],4.1,1401301010,9781401301019,en-US,465,312,46,['biography autobiography']
4305,hottest state,['ethan hawke'],3.35,0006550479,9780006550471,eng,197,152,21,['first loves']
4325,dreamland,['sarah dessen'],3.91,0142401757,9780142401750,eng,250,68328,3814,"['juvenile fiction', 'dating violence']"
4326,end game dreamland,"['dale brown', 'jim defelice']",4.02,0060094427,9780060094423,eng,432,320,7,['fiction']
4337,zanzibar chest,['aidan hartley'],4.0,1594480117,9781594480119,en-US,496,2153,170,['biography autobiography']
4360,war gone miss,['anthony loyd'],4.28,0140298541,9780140298543,en-US,336,1402,112,['biography autobiography']
4364,maximum city bombay lost found,['suketu mehta'],3.92,0375703403,9780375703409,eng,542,8793,629,['social science']
4370,catfish mandala two wheeled voyage landscape memory vietnam,['andrew pham'],3.96,0312267177,9780312267179,en-US,344,4541,507,['biography autobiography']
4389,memoria mis putas tristes,['gabriel garc rquez'],3.59,9500725878,9789500725873,spa,109,822,76,['fiction']
4397,grapes wrath,"['john steinbeck', 'robert demott', 'mick wiggins']",3.95,0143039431,9780143039433,eng,464,6775,611,['fiction']
4405,american gospel god founding fathers making nation,['jon meacham'],3.79,1400065550,9781400065554,eng,399,1788,236,['history']
4411,eden east drowned continent southeast asia,['stephen oppenheimer'],3.96,0753806797,9780753806791,eng,575,88,15,['history']
4434,sellevision,['augusten burroughs'],3.55,1843543648,9781843543640,eng,229,175,9,['teleshopping']
4465,adventures sherlock holmes,['arthur conan doyle'],4.26,1842055062,9781842055069,eng,189,2516,123,['detective mystery stories english']
4525,ruby rails ruby techniques rails developers,"['david black', 'david heinemeier hansson']",3.76,1932394699,9781932394696,eng,493,178,11,['computers']
4579,far side evil,['sylvia engdahl'],3.98,0142402931,9780142402931,eng,324,57,8,['juvenile fiction']
4602,dooby dooby moo,"['doreen cronin', 'betsy lewin']",4.1,0689845073,9780689845079,eng,40,7689,245,['juvenile fiction']
4623,anything eat wasps 101 unsettling witty answers questions never thought wanted ask,"['new scientist', 'mick hare']",3.51,0743297261,9780743297264,en-US,224,573,46,['humor']
4641,short stories,['ernest hemingway'],4.26,0684837862,9780684837864,en-US,464,219,22,['fiction']
4653,find,['john irving'],3.63,0552773123,9780552773126,eng,928,189,33,['absentee fathers']
4657,water method man,['john irving'],3.35,034541800X,9780345418005,eng,272,10272,244,['fiction']
4658,setting free bears,['john irving'],3.3,0345417984,9780345417985,eng,304,8680,205,['fiction']
4662,short stories,"['scott fitzgerald', 'matthew bruccoli']",4.23,0684842505,9780684842509,eng,800,11931,164,['fiction']
4670,tender night,"['scott fitzgerald', 'arnold goldman', 'richard godden']",3.82,0141183594,9780141183596,en-GB,400,1278,131,['fiction']
4674,great gatsby,"['scott fitzgerald', 'tim robbins']",3.91,0060098910,9780060098919,eng,6,249,57,['fiction']
4676,cliffs notes fitzgerald great gatsby,"['kate maurer', 'scott fitzgerald', 'cliffsnotes']",3.73,0764586017,9780764586019,eng,96,72,13,['literary criticism']
4677,great gatsby,['scott fitzgerald'],3.91,0140620184,9780140620184,eng,188,2621,242,['fiction']
4695,rabbi,['noah gordon'],3.67,0449214540,9780449214541,eng,448,891,44,['fiction']
4704,ocean star express,"['mark haddon', 'peter sutton']",3.5,000664600X,9780006646006,eng,32,1,0,['juvenile fiction']
4739,souvenir canada,['douglas coupland'],3.85,1550549170,9781550549171,en-US,144,884,35,['travel']
4752,new hope illustrated screenplay star wars episode,['george lucas'],4.19,0345420691,9780345420695,eng,166,12,0,['performing arts']
4764,soul sword illustrated history weaponry warfare prehistory present,"['robert connell', 'john batchelor']",4.08,0684844079,9780684844077,en-US,400,36,5,['technology engineering']
4777,warfare classical world illustrated encyclopedia weapons warriors warfare ancient civilizations greece rome,"['john warry', 'phillip ste croix']",4.13,0806127945,9780806127941,eng,224,371,19,['history']
4812,quest longitude proceedings longitude symposium harvard university cambridge massachusetts november 1993,['william andrewes'],4.67,0964432900,9780964432901,eng,437,9,2,['science']
4817,desirable,['kristi gold'],3.24,0373764219,9780373764211,eng,192,19,1,['fiction']
